WARNING:root:The OGB package is out of date. Your version is 1.3.5, while the latest version is 1.3.6.
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:157: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: AdaptiveHeunSolver: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.weight
torch.Size([128, 500])
m1.bias
torch.Size([128])
m2.weight
torch.Size([3, 128])
m2.bias
torch.Size([3])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([128, 128])
odeblock.odefunc.d
torch.Size([128])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([128, 128])
odeblock.reg_odefunc.odefunc.d
torch.Size([128])
Epoch: 001, Runtime 1.635079, Loss 1.099106, forward nfe 20, backward nfe 10, Train: 0.4167, Val: 0.4062, Test: 0.3879, Best time: 2.0000
Epoch: 041, Runtime 0.406262, Loss 0.157439, forward nfe 2340, backward nfe 445, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 042, Runtime 0.407016, Loss 0.154385, forward nfe 2398, backward nfe 454, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 043, Runtime 0.414732, Loss 0.111890, forward nfe 2456, backward nfe 463, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 044, Runtime 0.394438, Loss 0.136908, forward nfe 2514, backward nfe 472, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 045, Runtime 0.424466, Loss 0.122093, forward nfe 2572, backward nfe 481, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 046, Runtime 0.444340, Loss 0.162561, forward nfe 2630, backward nfe 491, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 047, Runtime 0.374982, Loss 0.117991, forward nfe 2688, backward nfe 500, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 048, Runtime 0.401622, Loss 0.121957, forward nfe 2746, backward nfe 509, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 049, Runtime 0.451607, Loss 0.117170, forward nfe 2798, backward nfe 517, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 050, Runtime 0.444741, Loss 0.121321, forward nfe 2850, backward nfe 526, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 051, Runtime 0.354260, Loss 0.110037, forward nfe 2902, backward nfe 535, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 052, Runtime 0.377483, Loss 0.133250, forward nfe 2954, backward nfe 544, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 053, Runtime 0.429583, Loss 0.154354, forward nfe 3006, backward nfe 553, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 054, Runtime 0.438303, Loss 0.152803, forward nfe 3058, backward nfe 561, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 055, Runtime 0.365897, Loss 0.175215, forward nfe 3110, backward nfe 570, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 056, Runtime 0.356855, Loss 0.115088, forward nfe 3162, backward nfe 578, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 057, Runtime 0.393734, Loss 0.111119, forward nfe 3214, backward nfe 586, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 058, Runtime 0.419872, Loss 0.133970, forward nfe 3266, backward nfe 594, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 059, Runtime 0.390093, Loss 0.112996, forward nfe 3318, backward nfe 602, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 060, Runtime 0.393664, Loss 0.158699, forward nfe 3370, backward nfe 610, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 061, Runtime 0.386020, Loss 0.139540, forward nfe 3422, backward nfe 619, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 062, Runtime 0.338953, Loss 0.130015, forward nfe 3474, backward nfe 627, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 063, Runtime 0.422307, Loss 0.124069, forward nfe 3526, backward nfe 636, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 064, Runtime 0.377628, Loss 0.132448, forward nfe 3578, backward nfe 644, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 065, Runtime 0.417179, Loss 0.112556, forward nfe 3630, backward nfe 652, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 066, Runtime 0.399224, Loss 0.115888, forward nfe 3682, backward nfe 660, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 067, Runtime 0.353731, Loss 0.163288, forward nfe 3734, backward nfe 668, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 068, Runtime 0.329890, Loss 0.129752, forward nfe 3786, backward nfe 677, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 069, Runtime 0.404931, Loss 0.097727, forward nfe 3838, backward nfe 685, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 070, Runtime 0.482849, Loss 0.093011, forward nfe 3890, backward nfe 694, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 071, Runtime 0.408103, Loss 0.141721, forward nfe 3942, backward nfe 702, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 072, Runtime 0.333620, Loss 0.088578, forward nfe 3994, backward nfe 710, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 073, Runtime 0.361741, Loss 0.112637, forward nfe 4046, backward nfe 718, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 074, Runtime 0.421936, Loss 0.099964, forward nfe 4098, backward nfe 727, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 075, Runtime 0.454900, Loss 0.095532, forward nfe 4150, backward nfe 735, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 076, Runtime 0.387295, Loss 0.153892, forward nfe 4202, backward nfe 744, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 077, Runtime 0.326609, Loss 0.097296, forward nfe 4254, backward nfe 751, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 078, Runtime 0.381694, Loss 0.083021, forward nfe 4306, backward nfe 759, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 079, Runtime 0.419479, Loss 0.097487, forward nfe 4358, backward nfe 767, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 080, Runtime 0.369596, Loss 0.093523, forward nfe 4410, backward nfe 775, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 081, Runtime 0.353487, Loss 0.085476, forward nfe 4462, backward nfe 782, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 082, Runtime 0.349845, Loss 0.070420, forward nfe 4514, backward nfe 790, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 083, Runtime 0.373522, Loss 0.076133, forward nfe 4566, backward nfe 798, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 084, Runtime 0.398435, Loss 0.103736, forward nfe 4618, backward nfe 807, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 085, Runtime 0.379867, Loss 0.118558, forward nfe 4670, backward nfe 814, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 086, Runtime 0.398716, Loss 0.079713, forward nfe 4722, backward nfe 823, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 087, Runtime 0.361106, Loss 0.125333, forward nfe 4774, backward nfe 831, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 088, Runtime 0.355433, Loss 0.150293, forward nfe 4826, backward nfe 839, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 089, Runtime 0.392735, Loss 0.107579, forward nfe 4878, backward nfe 847, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 090, Runtime 0.344362, Loss 0.084935, forward nfe 4930, backward nfe 855, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 091, Runtime 0.337293, Loss 0.107095, forward nfe 4982, backward nfe 863, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 092, Runtime 0.383063, Loss 0.069625, forward nfe 5034, backward nfe 872, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 093, Runtime 0.403736, Loss 0.129438, forward nfe 5086, backward nfe 881, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 094, Runtime 0.403777, Loss 0.086986, forward nfe 5138, backward nfe 889, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 095, Runtime 0.352620, Loss 0.088418, forward nfe 5190, backward nfe 898, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 096, Runtime 0.359369, Loss 0.072848, forward nfe 5242, backward nfe 907, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 097, Runtime 0.395383, Loss 0.134474, forward nfe 5294, backward nfe 915, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 098, Runtime 0.431346, Loss 0.116262, forward nfe 5346, backward nfe 924, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 099, Runtime 0.381424, Loss 0.106071, forward nfe 5398, backward nfe 933, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 100, Runtime 0.358971, Loss 0.081365, forward nfe 5450, backward nfe 942, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 101, Runtime 0.389054, Loss 0.094388, forward nfe 5502, backward nfe 951, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 102, Runtime 0.385342, Loss 0.059635, forward nfe 5554, backward nfe 961, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 103, Runtime 0.407972, Loss 0.146208, forward nfe 5606, backward nfe 971, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 104, Runtime 0.369610, Loss 0.075691, forward nfe 5658, backward nfe 980, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 105, Runtime 0.399046, Loss 0.106498, forward nfe 5710, backward nfe 989, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 106, Runtime 0.405458, Loss 0.083761, forward nfe 5762, backward nfe 998, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 107, Runtime 0.391836, Loss 0.087268, forward nfe 5814, backward nfe 1007, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 108, Runtime 0.372051, Loss 0.091935, forward nfe 5866, backward nfe 1016, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 109, Runtime 0.393942, Loss 0.085265, forward nfe 5918, backward nfe 1026, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 110, Runtime 0.449385, Loss 0.087199, forward nfe 5970, backward nfe 1036, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 111, Runtime 0.424448, Loss 0.075148, forward nfe 6022, backward nfe 1046, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 112, Runtime 0.378520, Loss 0.099102, forward nfe 6074, backward nfe 1055, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 113, Runtime 0.373191, Loss 0.086547, forward nfe 6126, backward nfe 1064, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 114, Runtime 0.447247, Loss 0.110778, forward nfe 6178, backward nfe 1074, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 115, Runtime 0.418389, Loss 0.080841, forward nfe 6230, backward nfe 1084, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 116, Runtime 0.414994, Loss 0.083454, forward nfe 6282, backward nfe 1094, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 117, Runtime 0.381314, Loss 0.072341, forward nfe 6334, backward nfe 1104, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 118, Runtime 0.424893, Loss 0.075364, forward nfe 6386, backward nfe 1114, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 119, Runtime 0.449520, Loss 0.088768, forward nfe 6438, backward nfe 1124, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 120, Runtime 0.395383, Loss 0.100323, forward nfe 6490, backward nfe 1134, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 121, Runtime 0.358397, Loss 0.067190, forward nfe 6542, backward nfe 1143, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 122, Runtime 0.385212, Loss 0.101787, forward nfe 6594, backward nfe 1153, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 123, Runtime 0.470820, Loss 0.129377, forward nfe 6646, backward nfe 1163, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 124, Runtime 0.391657, Loss 0.105295, forward nfe 6698, backward nfe 1172, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 125, Runtime 0.380258, Loss 0.099464, forward nfe 6750, backward nfe 1181, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 126, Runtime 0.344332, Loss 0.107110, forward nfe 6802, backward nfe 1190, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 127, Runtime 0.350260, Loss 0.082074, forward nfe 6854, backward nfe 1200, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 128, Runtime 0.393094, Loss 0.110568, forward nfe 6906, backward nfe 1210, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 129, Runtime 0.424737, Loss 0.093649, forward nfe 6958, backward nfe 1220, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 130, Runtime 0.399898, Loss 0.049562, forward nfe 7010, backward nfe 1230, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 131, Runtime 0.374090, Loss 0.095061, forward nfe 7062, backward nfe 1240, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 132, Runtime 0.371509, Loss 0.062602, forward nfe 7114, backward nfe 1250, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 133, Runtime 0.390373, Loss 0.085592, forward nfe 7166, backward nfe 1260, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 134, Runtime 0.413928, Loss 0.053365, forward nfe 7218, backward nfe 1270, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 135, Runtime 0.390723, Loss 0.071540, forward nfe 7270, backward nfe 1280, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 136, Runtime 0.394665, Loss 0.081614, forward nfe 7322, backward nfe 1290, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 137, Runtime 0.413638, Loss 0.080807, forward nfe 7374, backward nfe 1300, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 138, Runtime 0.408970, Loss 0.108980, forward nfe 7426, backward nfe 1310, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 139, Runtime 0.358340, Loss 0.067199, forward nfe 7478, backward nfe 1320, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 140, Runtime 0.355325, Loss 0.098405, forward nfe 7530, backward nfe 1330, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 141, Runtime 0.467218, Loss 0.085044, forward nfe 7582, backward nfe 1340, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 142, Runtime 0.447619, Loss 0.103947, forward nfe 7634, backward nfe 1350, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 143, Runtime 0.377296, Loss 0.080964, forward nfe 7686, backward nfe 1360, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
Epoch: 144, Runtime 0.356238, Loss 0.050301, forward nfe 7738, backward nfe 1370, Train: 1.0000, Val: 0.7806, Test: 0.7707, Best time: 2.0000
