WARNING:root:The OGB package is out of date. Your version is 1.3.5, while the latest version is 1.3.6.
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:157: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.weight
torch.Size([80, 1433])
m1.bias
torch.Size([80])
m2.weight
torch.Size([7, 80])
m2.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
Epoch: 001, Runtime 1.067596, Loss 1.947999, forward nfe 20, backward nfe 0, Train: 0.2571, Val: 0.1007, Test: 0.1137, Best time: 2.0000
Epoch: 014, Runtime 0.075718, Loss 0.085558, forward nfe 810, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 015, Runtime 0.078679, Loss 0.083100, forward nfe 868, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 016, Runtime 0.080438, Loss 0.072993, forward nfe 926, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 017, Runtime 0.093076, Loss 0.077893, forward nfe 984, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 018, Runtime 0.079913, Loss 0.067242, forward nfe 1042, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 019, Runtime 0.077720, Loss 0.071569, forward nfe 1100, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 020, Runtime 0.073302, Loss 0.096894, forward nfe 1158, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 021, Runtime 0.076456, Loss 0.121395, forward nfe 1216, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 022, Runtime 0.081657, Loss 0.101450, forward nfe 1274, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 023, Runtime 0.083008, Loss 0.089139, forward nfe 1332, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 024, Runtime 0.083134, Loss 0.105115, forward nfe 1390, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 025, Runtime 0.124969, Loss 0.126023, forward nfe 1448, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 026, Runtime 0.121339, Loss 0.144842, forward nfe 1506, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 027, Runtime 0.090494, Loss 0.115193, forward nfe 1564, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 028, Runtime 0.077543, Loss 0.136700, forward nfe 1622, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 029, Runtime 0.117598, Loss 0.096548, forward nfe 1680, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 030, Runtime 0.095452, Loss 0.121617, forward nfe 1738, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 031, Runtime 0.079470, Loss 0.113702, forward nfe 1796, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 032, Runtime 0.085572, Loss 0.110561, forward nfe 1854, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 033, Runtime 0.083476, Loss 0.108043, forward nfe 1912, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 034, Runtime 0.094562, Loss 0.122888, forward nfe 1970, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 035, Runtime 0.083085, Loss 0.101584, forward nfe 2028, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 036, Runtime 0.084652, Loss 0.083910, forward nfe 2086, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 037, Runtime 0.117437, Loss 0.112630, forward nfe 2144, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 038, Runtime 0.083581, Loss 0.104937, forward nfe 2202, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 039, Runtime 0.072822, Loss 0.089581, forward nfe 2260, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 040, Runtime 0.072440, Loss 0.082022, forward nfe 2318, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 041, Runtime 0.067976, Loss 0.098551, forward nfe 2370, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 042, Runtime 0.071139, Loss 0.074240, forward nfe 2422, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 043, Runtime 0.068888, Loss 0.110568, forward nfe 2474, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 044, Runtime 0.072662, Loss 0.077514, forward nfe 2526, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 045, Runtime 0.077601, Loss 0.083179, forward nfe 2578, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 046, Runtime 0.078645, Loss 0.078035, forward nfe 2630, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 047, Runtime 0.076812, Loss 0.094681, forward nfe 2682, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 048, Runtime 0.076328, Loss 0.080488, forward nfe 2734, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 049, Runtime 0.073706, Loss 0.090798, forward nfe 2786, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 050, Runtime 0.088912, Loss 0.119983, forward nfe 2838, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 051, Runtime 0.081811, Loss 0.073345, forward nfe 2890, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 052, Runtime 0.071169, Loss 0.105774, forward nfe 2942, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 053, Runtime 0.077133, Loss 0.081888, forward nfe 2994, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 054, Runtime 0.102316, Loss 0.108769, forward nfe 3046, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 055, Runtime 0.073055, Loss 0.081904, forward nfe 3098, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 056, Runtime 0.065950, Loss 0.071331, forward nfe 3150, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 057, Runtime 0.062775, Loss 0.109497, forward nfe 3202, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 058, Runtime 0.062161, Loss 0.110353, forward nfe 3254, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 059, Runtime 0.058777, Loss 0.068613, forward nfe 3306, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 060, Runtime 0.072971, Loss 0.083025, forward nfe 3358, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 061, Runtime 0.090308, Loss 0.131842, forward nfe 3410, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 062, Runtime 0.064831, Loss 0.089425, forward nfe 3462, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 063, Runtime 0.055827, Loss 0.083753, forward nfe 3514, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 064, Runtime 0.055089, Loss 0.088056, forward nfe 3566, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 065, Runtime 0.061761, Loss 0.074344, forward nfe 3618, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 066, Runtime 0.057406, Loss 0.102147, forward nfe 3670, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 067, Runtime 0.056097, Loss 0.111227, forward nfe 3722, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 068, Runtime 0.052083, Loss 0.092090, forward nfe 3774, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 069, Runtime 0.053777, Loss 0.090310, forward nfe 3826, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 070, Runtime 0.051048, Loss 0.087861, forward nfe 3878, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 071, Runtime 0.050214, Loss 0.092975, forward nfe 3930, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 072, Runtime 0.073049, Loss 0.088340, forward nfe 3982, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 073, Runtime 0.110447, Loss 0.066593, forward nfe 4034, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 074, Runtime 0.084975, Loss 0.079373, forward nfe 4086, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 075, Runtime 0.077812, Loss 0.084744, forward nfe 4138, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 076, Runtime 0.080494, Loss 0.064354, forward nfe 4190, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 077, Runtime 0.075227, Loss 0.066107, forward nfe 4242, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 078, Runtime 0.078033, Loss 0.079243, forward nfe 4294, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 079, Runtime 0.079248, Loss 0.070474, forward nfe 4346, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 080, Runtime 0.069834, Loss 0.072071, forward nfe 4398, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 081, Runtime 0.068058, Loss 0.069566, forward nfe 4450, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 082, Runtime 0.064264, Loss 0.074331, forward nfe 4502, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 083, Runtime 0.063699, Loss 0.075797, forward nfe 4554, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 084, Runtime 0.063430, Loss 0.072556, forward nfe 4606, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 085, Runtime 0.061929, Loss 0.067059, forward nfe 4658, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 086, Runtime 0.062799, Loss 0.085381, forward nfe 4710, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 087, Runtime 0.060188, Loss 0.087035, forward nfe 4762, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 088, Runtime 0.061486, Loss 0.062286, forward nfe 4814, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 089, Runtime 0.060325, Loss 0.062386, forward nfe 4866, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 090, Runtime 0.061853, Loss 0.071836, forward nfe 4918, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 091, Runtime 0.080997, Loss 0.088930, forward nfe 4970, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 092, Runtime 0.082095, Loss 0.067101, forward nfe 5022, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 093, Runtime 0.073747, Loss 0.096418, forward nfe 5074, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 094, Runtime 0.072590, Loss 0.076205, forward nfe 5126, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 095, Runtime 0.077727, Loss 0.062721, forward nfe 5178, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 096, Runtime 0.071492, Loss 0.097761, forward nfe 5230, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 097, Runtime 0.069856, Loss 0.069941, forward nfe 5282, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 098, Runtime 0.068641, Loss 0.066904, forward nfe 5334, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
Epoch: 099, Runtime 0.065989, Loss 0.090666, forward nfe 5386, backward nfe 0, Train: 1.0000, Val: 0.7985, Test: 0.8000, Best time: 2.0000
best val accuracy 0.798529 with test accuracy 0.800000 at epoch 10 and best time 2.000000
pre 0.825452 rec 0.800000 f1 0.802255
WARNING:root:The OGB package is out of date. Your version is 1.3.5, while the latest version is 1.3.6.
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torch_geometric/data/in_memory_dataset.py:157: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: Dopri5Solver: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
/BAND/USERS/jiaqid/miniconda3/envs/GRAND/lib/python3.10/site-packages/torchdiffeq/_impl/misc.py:11: UserWarning: EarlyStopDopri5: Unexpected arguments {'step_size': 1, 'max_iters': 100}
  warnings.warn('{}: Unexpected arguments {}'.format(solver.__class__.__name__, unused_kwargs))
GNNEarly
m1.weight
torch.Size([80, 1433])
m1.bias
torch.Size([80])
m2.weight
torch.Size([7, 80])
m2.bias
torch.Size([7])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([80, 80])
odeblock.odefunc.d
torch.Size([80])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([80, 80])
odeblock.reg_odefunc.odefunc.d
torch.Size([80])
Epoch: 001, Runtime 1.240013, Loss 1.951978, forward nfe 26, backward nfe 0, Train: 0.2929, Val: 0.1941, Test: 0.1898, Best time: 4.0000
Epoch: 002, Runtime 0.158676, Loss 1.810460, forward nfe 108, backward nfe 0, Train: 0.6000, Val: 0.3294, Test: 0.3492, Best time: 4.0000
Epoch: 003, Runtime 0.144592, Loss 1.594494, forward nfe 190, backward nfe 0, Train: 0.8714, Val: 0.5331, Test: 0.5726, Best time: 4.0000
Epoch: 004, Runtime 0.157969, Loss 1.325174, forward nfe 272, backward nfe 0, Train: 0.9000, Val: 0.6301, Test: 0.6345, Best time: 4.0000
Epoch: 005, Runtime 0.126491, Loss 1.067487, forward nfe 360, backward nfe 0, Train: 0.9357, Val: 0.7235, Test: 0.7137, Best time: 4.0000
Epoch: 006, Runtime 0.130069, Loss 0.797870, forward nfe 448, backward nfe 0, Train: 0.9500, Val: 0.7699, Test: 0.7838, Best time: 4.0000
Epoch: 007, Runtime 0.109840, Loss 0.548048, forward nfe 536, backward nfe 0, Train: 0.9571, Val: 0.7904, Test: 0.8030, Best time: 4.0000
Epoch: 008, Runtime 0.161271, Loss 0.374238, forward nfe 624, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 009, Runtime 0.159465, Loss 0.280339, forward nfe 712, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 010, Runtime 0.154371, Loss 0.196369, forward nfe 800, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 011, Runtime 0.143663, Loss 0.137977, forward nfe 888, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 012, Runtime 0.120664, Loss 0.136076, forward nfe 976, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 013, Runtime 0.117831, Loss 0.081185, forward nfe 1064, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 014, Runtime 0.149632, Loss 0.064346, forward nfe 1152, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 015, Runtime 0.142865, Loss 0.070734, forward nfe 1240, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 016, Runtime 0.148719, Loss 0.082792, forward nfe 1322, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 017, Runtime 0.104876, Loss 0.057518, forward nfe 1404, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 018, Runtime 0.149102, Loss 0.082398, forward nfe 1486, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 019, Runtime 0.155269, Loss 0.079194, forward nfe 1568, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 020, Runtime 0.160495, Loss 0.081029, forward nfe 1650, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 021, Runtime 0.110982, Loss 0.110259, forward nfe 1732, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 022, Runtime 0.104161, Loss 0.117114, forward nfe 1814, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 023, Runtime 0.113317, Loss 0.104160, forward nfe 1896, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 024, Runtime 0.112151, Loss 0.137022, forward nfe 1978, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 025, Runtime 0.111494, Loss 0.130118, forward nfe 2060, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 026, Runtime 0.097848, Loss 0.156394, forward nfe 2142, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 027, Runtime 0.101732, Loss 0.151167, forward nfe 2224, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 028, Runtime 0.112586, Loss 0.133406, forward nfe 2306, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 029, Runtime 0.107678, Loss 0.124932, forward nfe 2388, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 030, Runtime 0.146774, Loss 0.116092, forward nfe 2470, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 031, Runtime 0.151238, Loss 0.098449, forward nfe 2552, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 032, Runtime 0.096862, Loss 0.128351, forward nfe 2628, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 033, Runtime 0.100131, Loss 0.105677, forward nfe 2704, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 034, Runtime 0.103386, Loss 0.100368, forward nfe 2780, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 035, Runtime 0.139375, Loss 0.089703, forward nfe 2856, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 036, Runtime 0.112679, Loss 0.075175, forward nfe 2932, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
Epoch: 037, Runtime 0.101447, Loss 0.089252, forward nfe 3008, backward nfe 0, Train: 0.9714, Val: 0.8007, Test: 0.8132, Best time: 4.0000
